,twitterId,text,label
58,1.272937367968592e+18,"Es una vergüenza. Esta decisión de García Albiol implica un sesgo socioeconómico que perjudica a las familias más humildes de #Badalona y un sesgo de género, porque al final son mayoritariamente  las mujeres las que sacrifican su trabajo por necesidad de cuidados. 
@PSC_Badalona https://t.co/gKWcSLjPrx",2
60,1.2718124962995692e+18,"Dinamarca, Suecia y Finlandia hoy por hoy están bloqueando el fondo de recuperación del que se va a beneficiar España. Son tres gobiernos socialistas. ¿Serán halcones según @el_pais? Ojalá los socialistas españoles sean capaces de convencerles. Me ofrezco a ayudar en lo que pueda",0
62,1.2709571421541294e+18,"Se puede apoyar al movimiento terrorista mal llamado Antifa y a #BlackLivesMatter desde la maldad y el deseo de subversión de nuestra civilización, como desean todos los comunistas y enemigos de Occidente que lo fomentan. Pero no desde la ignorancia y el buenismo progre. https://t.co/qJZcuroqMW",2
63,1.1916904702017413e+18," A partir de las 13:00h., @pablocasado_ clausura un acto en Santander, junto a @mjburuaga.

Podrás seguirlo en directo en nuestras redes y en https://t.co/6WGpUWq5JJ   
¡No te lo pierdas! #PorTodoLoQueNosUne https://t.co/Yy14RmdX7F",0
64,1.2711237288234437e+18,"❓y esta ENORMIDAD❓

‼️pida vd disculpas‼️ https://t.co/4aopOFVNUP",1
65,1.2715523207702774e+18,Gonzalo Caballero destaca as medidas sociais dos socialistas tras reunirse co delegado do Goberno https://t.co/WezsayLkmz https://t.co/UREucqr7gv,0
69,1.2710246502529638e+18,"Enorme @IreneMontero: “Ustedes criminalizan el 8M. 
Yo le digo, señoría, que las manifestaciones del 8M lo que traen son supervivientes de las violencias machistas, supervivientes del suelo pegajoso”. https://t.co/U67Zp2ZOXG",0
70,1.2341322764994355e+18,"Una vez más @CiutadansCs es el Grupo Parlamentario que más propuestas y leyes sociales presenta en el Parlament de Cataluña. Leyes contra el abuso y maltrato infantil, para garantizar los suministros básicos a las familias o para reducir las listas de espera. #PolíticaÚtil https://t.co/ICl16imb9p",0
73,1.276543783056937e+18,"El 60% de sardinas y anchoas del Mediterráneo Occidental llevan microplásticos en sus intestinos. 

La sobrepesca y el cambio climático son otras causas del descenso de esta población.    

https://t.co/y33hKvyn9s vía @el_pais",0
74,1.284799130100011e+18,"La Juez acaba de archivar la causa de la 'Manada de Bilbao' por no ver 'elementos suficientes' de juicio

Si en vez de 6 inmigrantes violando a una cría en el Parque de Etxebarria hubieran sido 6 españoles, veríais esta noticia en TV junto a los gritos de cientos de manifestantes",0
77,1.2728850230840238e+18,¡Esta semana asisto al pleno del @Congreso_Es presencialmente! https://t.co/DmT98pfXeW,0
78,1.2333406211899802e+18,"Alegaciones al decretazo sectario de la Generalitat,  cerca de 153 mil. 

La Generalitat quiere decirnos dónde llevar a nuestros hijos y dinamitar la iniciativa social que promovieron muchos padres hace años. 

¡No estáis solos! 

#SíALaConcertada https://t.co/5ENtdI5sZI",2
82,1.2721163649757716e+18,"Si el periodista es agente de propaganda de políticos asamblearios sin principios, la verdad desaparece de la información. Bastaba leer los estatutos de @vox_es para ver que todo es mentira.
Recopilación de bulos de @PalomaCervilla en @abc_es 

#PeriodismoDelBulo #FakeNews https://t.co/zBMpYL9qND",2
88,1.273182582394491e+18,"Hemos protegido a los más vulnerables con el Ingreso Mínimo Vital, también a los trabajadores/as y a las empresas con los ERTE o las Líneas ICO de liquidez. Para responder a la crisis del #COVID19, este Gobierno es el adecuado. No sabemos si lo es la oposición. #SesiónDeControl https://t.co/NqDX1TMnPF",0
89,1.2808058718413578e+18,"45.000 fallecidos, las residencias abandonadas, amenazas a periodistas, filtraciones y su machismo (al fin) al descubierto... pero en esto está ÉL.

Ande yo caliente...

Sinvergüenza. https://t.co/M1NJEXcG3g",2
90,1.2766324469188895e+18,"Maldito el que tira la piedra, maldito el que le alentó, maldito el que le aplaude, maldito el que le condena con adversativas, y cien veces maldito el que calla.",2
91,1.2333302442050765e+18,"El 17 de Febrero de 1919 en el transcurso de una manifestación de más de doce mil jornaleros y obreros en Córdoba, organizada por el Centro Andaluz de Córdoba y encabezada por una pancarta blanca con la única inscripción de “¡Viva Andalucía Libre!” https://t.co/rLL9s5dDqk",0
92,1.2559544854421176e+18,Ha sido muy interesante. Gracias @borrego_corte @Lobby_ES https://t.co/Qn4yIIsZnq,0
93,1.2775715623513334e+18,"Desde @Huelva_Vox gracias a los valientes del #43Grupo por ayudar a sofocar el incendio de #IFCabezasRubias, siempre que se os necesita en primera linea https://t.co/YIvm1bcpM5",0
98,1.2774797493806449e+18,"Hoy, entrevista electoral del #12J, con orden y tiempo marcados por la Junta Electoral Central, a:

 @AntonGomezReino, candidato de @EnComun_Gal a la presidencia de la Xunta de Galicia

 ️ A partir de las 9 con @inigoalfonso https://t.co/LXCYR3Jkje",0
102,1.2712063312449372e+18," Hoxe @AntonGomezReino e @FernanVello recolleron as demandas do Comité de Empresa de #Alcoa #SanCibrao. Esta factoría é fundamental para A Mariña, para Lugo e para o noso país. https://t.co/jYzoxR0idU",0
103,1.272440378113831e+18,"  @MEugeniaRPalop en #LosDesayunos: ""El PP debería presentarse en Austria y en Holanda, porque defiende más sus intereses que los de España"". https://t.co/uSlikP7S51",0
104,1.2736167684398572e+18, ️ [La Voz de Paradigma] El Ayuntamiento de Córdoba atenta contra los derechos humanos de las personas refugiadas en el Colegio Mayor Séneca echándolas a la calle https://t.co/5GzxL08Xe5 #sinhogarismo #CórdobaEsp https://t.co/zdZMxigotr,0
105,1.4000586826966671e+18,"✅En mayo recuperamos el nivel de empleo previo a la irrupción pandemia. Se registra la mayor caída del paro de la serie histórica y sube la afiliación!

✅Avanzamos en reactivar la economía y el empleo!
@gpscongreso ❤️❤️ https://t.co/2PMQDaUiVL",0
106,1.272555692650627e+18,"""En este país tenemos un modelo de bienestar que solventa los cuidados de manera escasa, sexista y mercantil, y las sucesivas crisis no han sino venido a agravarlo"".

@MEugeniaRPalop y @LauraGomez_H escriben sobre cuidados y feminismo  
https://t.co/b29ueIo3I1 https://t.co/AOzx6BEnOd",0
109,1.276527191719846e+18,"Ni uno de los Policias Nacionales de nuevo ingreso viene a Sevilla, con un déficit de plantilla acuciante y las tasas de criminalidad subiendo.

Interior de nuevo se olvida de Sevilla, una de una de las ciudades más pobladas de España.
https://t.co/J8lAlj1NKW",0
110,1.2756661886017864e+18,"Reencuentro en el @Congreso_Es con los diputados por el @PPValladolid y @pp_cordoba, @JAngelVillalon y @AndresLorite. Grandes personas, buenos amigos y magníficos parlamentarios   https://t.co/6PEMyz4Pvq",0
111,1.2714514984767035e+18,"A partir del lunes, 15 de junio, varios territorios se suman a la #Fase3 del Plan de #Desescalada:

▶️Comunidad Valenciana, Ceuta, Ciudad Real, Toledo, Albacete, León, Zamora, Palencia, Valladolid, Burgos, Girona y Cataluña Central.

Más información: https://t.co/eBpZqpCNdT https://t.co/2fb98glwsR",0
112,1.2323132257665065e+18,"Lo dice el que estaba en el PP de Aguirre mientras desmantelaban la sanidad pública, a costa de la salud de la gente, para favorecer el negocio de la privada. Es la sanidad PÚBLICA, UNIVERSAL y de CALIDAD la auténtica garantía para proteger a España de cualquier riesgo sanitario. https://t.co/ju0XavliuQ",0
115,1.4668152433011016e+18,"No hay ninguna razón científica para hacer obligatoria la vacunación contra la COVID-19, y sí hay muchas, muchas, para recomendarla. ¿ Cuestión de matices? No, cuestión de libertad. En fin, pedagogía contra demagogia. https://t.co/S2sx1g70O7",2
116,1.2709601685583012e+18,"Oposición faltona, agresiva, sin argumentos... que se empeña en dividir. @JFrSerrano a palabras necias, oídos sordos. https://t.co/tp4Sxw0GKu",2
117,1.3802212911233884e+18,@JorgeEbola @el_partal ¿Estás diciendo que todas de las denuncias archivadas a Podemos las interpone el presiente?,0
118,1.2729415669451205e+18," Ha habido #cogobernanza, el 85% de las propuestas de las CCAA han sido incorporado a planes puestos en marcha
 El #EstadoAlarma ha servido, según el Imperial College, para salvar 450.000 vidas
 Crearemos una comisión de evaluación mixta Congreso-Senado, para hablar de futuro https://t.co/hzKh9ArIRZ",0
119,1.2727793141284004e+18,"Ayer en la reunión Comite Electoral @PSdeG #Pontevedra preparación de movilizacion de cara a las elecciones #12X. Es necesario un cambio del #PP en Galicia y movilizarnos para que ese cambio sea posible!

#FainoPorGalicia #FainoPorTi https://t.co/lF15IfGV0w",0
120,1.2711048724783186e+18,"  En la presentación del informe del Defensor del Pueblo en @parlamentoNA, @solanarana destaca la necesidad de fomentar la ‘cultura de la queja’

 ️ “La administración dispone de canales abiertos para que la ciudadanía tramite y haga llegar a donde corresponde sus quejas” https://t.co/0y04peLJdn",0
122,1.2800848203207516e+18,"Comité de Seguimiento #Covid19 para analizar la situación en la #RegióndeMurcia. 

Aumentan los contagios, principalmente, de casos importados. 

Pedimos responsabilidad, disciplina social y respeto a las medidas de higiene y autoprotección. Frenar el virus es cosa de todos. https://t.co/TT37UByE93",0
124,1.272279015911547e+18," En @eldiariogalicia | Gonzalo Caballero: ""Quien recortó los servicios públicos, privatizó la sanidad y destruyó empleo no puede pilotar la reconstrucción” https://t.co/5AZuqUwt0s",0
126,1.272125636690219e+18,"11-M al 8-M: la mentira de la izquierda entonces y ahora:

Usaron el 11-M y el terrorismo para responsabilizar al Gobierno del PP de un atentado yihadista

Y ahora usan el 8-M y el feminismo para eximir al Gobierno socialcomunista de su responsabilidad en más de 43.000 muertos",1
130,1.271789920122622e+18,"  “Por muchos acuerdos a los que se llegue por un modelo de sanidad pública y de gestión pública, sin la presión de las organizaciones sanitarias y de los movimientos sociales no vamos a tenerlo fácil"".

@rosamedel11 en el encuentro con los colectivos sociales de la salud. https://t.co/UwzhQd1Wfx",0
131,1.280892291142599e+18,"Ni es violencia intrafamiliar ni se llama violencia doméstica. 

Es Violencia machista. Pegan y matan por ser mujeres. 

Combatamos el lenguaje negacionista de la extrema derecha. Detrás de el se esconde más machismo.",0
136,1.275864176070713e+18,"Última hora del #COVID__19: Sanidad confirma el brote con siete casos activos en Rafelbunyol.

Esperamos del Gobierno valenciano transparencia y responsabilidad.

No podemos olvidar la importancia del distanciamiento social y de las mascarillas. Prudencia.
https://t.co/zc5eM3Pde7",0
138,1.2735497381267743e+18,Más de 300.000 autónomos tendrán que cerrar en 2020 https://t.co/UHtpH1nV9H vía @ABCeconomia,0
139,1.2721802392721162e+18,"Concluyen 14 domingos de Conferencia de presidentes autonómicos.
Les doy las gracias, también al presidente @sanchezcastejon, por mostrar que España funciona mejor de forma más colegiada y federal.
Esta lección de cogobernanza refleja la España diversa que hay más allá de la M-30 https://t.co/SnIKlroDEG",0
141,1.271404778472575e+18,"  En nuestra #PNL sobre Cuidados planteamos la creación de una Comisión para implementar políticas públicas que faciliten la vida de los castellano-manchegos. 

https://t.co/pyHbJT4hdl",0
142,1.2714455466838262e+18," Mañana sábado , el Coordinador Regional para Burgos del grupo Africanos  Socialista y director de ÁFRICA Camina , Moustapha Cisse, impartirá una charla telemática sobre Cooperación internacional en África.
  Sábado 13 de Junio 
⏰ 17:00 horas
 app Cisco (para participar envía https://t.co/qBYRCZHdTj",0
145,1.2775574948066918e+18,"Hoy nos hemos acercado a Lazkao para comprometernos. No vale escudarse en la falta de competencias. Tenemos las competencias y el potencial suficientes para garantizar unas PENSIONES DIGNAS a las y los pensionistas vascos.

#PREST
#MereziDuzunHerria

   https://t.co/OU264nEMHP https://t.co/5L1qYVNpt7",0
147,1.3185646162937487e+18,"PSOE, Podemos y PP votan a favor de la subida de salarios...

Para esto el PP no es cobarde, pero si para votar positivamente una moción de censura.

#MotivosParaLaMoción https://t.co/0ZjsrFqzqw",0
150,1.257951995798983e+18,"  Cs es un partido de centro, moderado y con sentido de Estado, y así estamos actuando.
⚠️ Nuestro voto a favor de la prórroga del estado de alarma es un voto responsable pero exigente con el Gobierno.
  ¡@BalEdmundo en #ESPtadoDeAlarMÁS! https://t.co/KBLcxjwajL",0
152,1.276032707135488e+18,"Sobre ""ofendiditos"", ""buenistas"" y ""políticamente incorrectos"". Como si las minorías fuesen grupos de poder. Los privilegiados se victimizan.

No te pierdas la charla entre @BobPopVeTV y @Miquel_R sobre cultura y antifascismo: 
  https://t.co/4SXVvpbjvG https://t.co/PMEkTVlKHU",0
153,1.2714030268892815e+18,"  @cucagamarra: “Iglesias no ha hecho nada por las residencias de mayores en tres meses y ahora busca responsabilidades fuera del Gobierno.” 
https://t.co/FGFjMfXeFQ",0
154,1.278248361079038e+18,"  Os dejo por aquí el artículo que he escrito junto a Javier Alfonso Cendón. 

Es una obligación democrática actualizar la atención a mayores.  https://t.co/t9jzwpI5WN",0
156,1.2710700768218194e+18,"Esto está realmente bien
https://t.co/OzRCEXsUYK",0
157,1.2702684039876813e+18,"  Desde @EducaAnd se pone en marcha el Plan de Infraestructuras:

   156M€ en más de 282 centros educativos 
   Bioclimatización de los centros
   Poner fin a las aulas prefabricadas 
   Centros de educación especial

  Te cuenta todos los detalles @MarSanchezCs    https://t.co/lT9akK81MC",0
158,1.272560948184789e+18,"▶️ @miqueljerez durante la comparecencia del Subsecretario de Justicia en la Comisión de Justicia @Congreso_es

#Comisiones #XIVLegislatura @populares https://t.co/av0XUYyU3P",0
160,1.2765168947245752e+18,"Hoy he acompañado a @ASAJACADIZ en su Asamblea General. 

  ‍  Nuestros agricultores y ganaderos son héroes. Nuestro campo es vida. Y nuestro futuro pasa por que su sector trabaje en unas condiciones justas y sostenibles económica y medioambientalmente

Contáis con @CiudadanosCs https://t.co/1ALH7lxIz7",0
161,1.2713807859212288e+18,Desgobierno de España. https://t.co/MGSxQSqfDu,1
162,1.271781869298897e+18,"♂️ Si el Gobierno prohibió los despidos objetivos como respuesta al #COVID19...
❌⁉...¿por qué no paralizó los despidos a los 45 años en las Fuerzas Armadas?
? @MGutierrezCs se lo preguntó a la ministra de Defensa en el Congreso #45SinDespidos
? No te pierdas su respuesta... https://t.co/bNiYHqpKXi",0
163,1.2736199357266248e+18,"El 25 de abril me reuní con Exceltur y la Mesa nacional del Turismo para pedir un plan de choque para el sector, pero Sánchez tarda dos meses. Acierta cuando rectifica, pero ayer votó en contra de nuestra petición de extender los ERTE hasta fin de año, que es vital para el empleo https://t.co/kfP1pIXZK3",0
164,1.2711076986213212e+18,Siempre pueden caer más bajo.  https://t.co/snmOlQ0re9,2
166,1.3092345548137964e+18,@GPPopular @MoroMjesus Poner el foco en lo importante y denunciar la impostura. Bravo @MoroMjesus    ,2
167,1.272283948966654e+18,"La campeona de España de ciclismo, casi atropellada e insultada al grito de ""española de mierda"" https://t.co/ghDEsITS57 https://t.co/kM34wRxfPS",0
168,1.2710657296227738e+18,"Con la nueva norma vamos a estar mejor preparados para prevenir posibles rebrotes del #COVID19 y aseguraremos la coordinación de todas las administraciones con un único objetivo  

Detener al virus y proteger la salud de nuestros ciudadanos.

 ️ @salvadorilla
#NadieSeQuedaAtrás https://t.co/Ro6MfkQTyg",0
170,1.2754145513249546e+18,"‼️#Sahara Libre Wear, la línea de ropa exclusiva hecha en un campo de refugiados que resiste a la pandemia 
La población saharaui emprende pequeños negocios para sobrevivir con tasas de paro q superan el 60% entre la juventud de los campamentos de Tinduf https://t.co/e74zrQQNZV",0
173,1.27278838307763e+18,"▶ @DolorsMM en @Desayunos_tve   ""Somos un partido leal a España y a los españoles, y así lo demostramos en las instituciones europeas"". https://t.co/U9X3lh1Ffw",0
176,1.232016613387514e+18,"Y a mi me gustaría que me explicara por qué no puede estar un vicepresidente del gobierno en la comisión del CNI. 
Definitivamente Felipe se quedó anclado en otra época, en la que sólo podían estar PSOE y PP. 
Es la democracia, Felipe. https://t.co/tdNSIUkRwJ",0
177,1.2714813117949952e+18,"Si queréis saber un poco más sobre Eslovenia, aquí tenéis toda su historia resumida, del Sacro Imperio Romano, pasando por Yugoslavia hasta el creciente autoritarismo de su primer ministro Janez Janza. Texto de Pol Vila para @elOrdenMundial: https://t.co/GcjEL7ZRUL",0
178,1.2769515526416998e+18,"Es un honor trabajar a diario con Santiago. Estas imágenes dejan claras las razones de ese honor. Gracias, Santi!!! https://t.co/jYdJ8FUPNF",0
180,1.278230815906939e+18,"Ignacia, vengo de una familia donde mi hermana y yo hemos tenido que salir adelante sin padres. He pasado de cargar cajas de fruta a ser programador en Python y poder ayudar a mi hermana. Hablo 2 idiomas más. Lo único perdido es la libertad de expresión y también te afecta a ti. https://t.co/03U6VfSbe0",0
182,1.2724572056867103e+18,"Hoy quiero dar las gracias a toda la red de #alcaldes y alcaldesas que alrededor de la provincia de #Burgos se dedican a luchar por sus municipios, cuidar a sus vecinos y hacer frente con valor, imaginación y responsabilidad a los duros momentos que hemos vivido los últimos meses https://t.co/BdCKzBf0Gs",0
183,1.2754719265347707e+18,"España es uno de los países con menor inversión pública en
I+D+i, los incentivos no llegan y  cuando las empresas ponen un producto en el mercado hay problemas en la comercialización y autorización en nuestro país. Hemos de hacer todo lo posible por revertir esta situación. https://t.co/neRdpp4g0f",0
185,1.2728973519554273e+18,"Que los gestores de redes, bien pagados, usen normas de cita en estilo directo:  el mensaje tal y como se dijo,entrecomillado y, generalmente, después de dos puntos.

Si me enseña las comillas me como ese tuit impreso. Sin sal. Se lo dejo corregido. https://t.co/Y3uv9VxiIy https://t.co/IXnKuw05cp",0
187,1.2710717451900396e+18,"Justicia social y economía no sólo son compatibles sino que además deben ir de la mano como nos ha enseñado este Gobierno de coalicion progresista 
@Isabel_Franco_   https://t.co/en8jvkg71P",0
188,1.2323226505439396e+18,Oskar Matute @OskarMatute diputado de @ehbildu trae su solidaridad ante los juzgados de Madrid en apoyo a la libertad de expresión https://t.co/UVjnoZKAis,0
190,1.2711935018422272e+18,"⚽️ Vuelve #LaLiga y lo hace con un mensaje contundente para nuestros turistas nacionales y extranjeros: #EspañaTeEspera
#SpainAwaitsYou

  Nos hemos preparado a conciencia para ofrecer seguridad y confianza junto al sector y los agentes sociales. https://t.co/WaDdcAFBai",0
191,1.2728496824741765e+18,"Mi enhorabuena al gran Carlos Sainz por el Premio Princesa de Asturias de los Deportes. Merecido galardón para uno de los mejores pilotos de la historia. Felicidades, @CSainz_oficial, y muchas gracias por todos tus éxitos     

#PremiosPrincesaDeAsturias
https://t.co/NB6YUa91dW",0
192,1.2715809270433096e+18,@NUET En España solo debería haber UNA justicia para todos. Urge la reforma de todo el poder judicial y sus altos tribunales especialmente.,0
193,1.2764438490958643e+18,"Algunos insisten, dale que te pego, en que en Cataluña necesitamos una nueva CIU, como si no hubiéramos tenido bastante ya con una. Se ve que les da gustirrinín que les engañen una y otra vez...",2
195,1.2714595202676408e+18,"Mientras que el Gobierno impulsa una nueva respuesta europea a esta crisis, el PP quiere traer otra vez a los hombres de negro a España. Siempre tan patriotas. https://t.co/Kbgsdq2dLT",1
201,1.2717829187347003e+18,Otegi: «El Covid ha enseñado que hay dos proyectos en liza» https://t.co/BUlHsjuv4a,0
202,1.2326891534704968e+18,"   Hana Nasir, jefe de la Comisión Electoral palestina, nos ha contado que desde hace años tienen hechos todos los preparativos para las nuevas elecciones legislativas, pero no pueden convocarlas porque Israel se niega a que pueda votar la población palestina de Jerusalén https://t.co/JY7RK08IF8",0
203,1.2729646277904302e+18,"Conclusión, a VOX le parece bien que se despida a trabajadores con baja médica por enfermedad.
#pleno",0
204,1.2720771982042522e+18,"#Zapatero: ""La derecha lo intentó conmigo tras el #11M y ahora, con el #8M, vuelve a deslegitimar a un Gobierno de izquierdas"", una entrevista de @basteiro https://t.co/mRlrwTu25T https://t.co/BlcMid5mmP",1
206,1.2696802462001766e+18,"Jaén una provincia rica en monumentos históricos. Un ejemplo como Úbeda y Baeza Patrimonio  de la humanidad y nuestra Catedral de Jaén entre otros muchos monumentos históricos de la provincia. @vox_es 
#LoNuestroPrimero https://t.co/si3wK61bfb",0
207,1.271802249753346e+18,"""¿Por qué los prejuicios sobre personas con menos recursos? El interés por una vida digna es patrimonio de todos"".                 Comparto entrevista en Infolibre https://t.co/Pfmid8G5EL",0
209,1.280071165353083e+18,"  @BegonaVillacis ""Para llegar a A Coruña desde Madrid no se me hizo ningún tipo de pruebas en el aeropuerto"" #MoitoQueGañar
‼️ Sánchez tiene que aprender que necesitamos controles en los aeropuertos.
⚠️ Evitemos dar pasos hacia atrás en la lucha contra el #COVID19 https://t.co/RYvzlpTrBn",0
214,1.232323404495237e+18,"   Seguimos con la agenda de la visita a #Palestina. Los comités de salud que trabajan en Hebron nos han contado que les ponen 'checkpoints' delante para impedirles trabajar con normalidad y, cada vez con más frecuencia, les lanzan bombas de gas en la entrada https://t.co/jkpFzmJxgu",0
215,1.4645419981871675e+18,@ACAIVES Muchas gracias!,0
219,1.2709739680450068e+18,"¡Mapa del Legado del Imperio Español! Llevamos más de DOS MIL puntos geolocalizados: universidades, hospitales, ciudades fundadas, batallas, descubrimientos, fuertes, expediciones, palacios, teatros, fábricas, astilleros... 

Ver más: https://t.co/MAdJnk56bC https://t.co/bNvYOahA87",0
